cascade_id,maj_label,hate_dummy,cascade_size,cascade_lifetime,cascade_structural_virality,followers_count,following_count,verified_dummy,root_account_age,tweet_count_byage,media_dummy,mention_dummy,hashtag_dummy,tweet_length,tweet_uncleaned_length,WC,i,you,shehe,we,they,pronoun,ppron,ipron,i_count,you_count,shehe_count,we_count,they_count,pronoun_count,ppron_count,ipron_count,second_person_dummy,directed_dummy,sentiment
13666,normal,0,1,0,0.0,25076,0,0,2869.5588541666666,556.33,1,0,1,64,100,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13667,normal,0,1,0,0.0,83,81,0,4090.9622800925927,2.11,0,0,0,110,110,22,9.09,0.0,0.0,0.0,0.0,18.18,9.09,9.09,2,0,0,0,0,4,2,2,0,0,-0.34
13668,normal,0,1,0,0.0,364,578,0,4529.721053240741,0.63,1,0,0,57,57,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.34
13669,normal,0,1,0,0.0,91903,77657,0,2792.625972222222,112.06,1,1,0,80,94,14,0.0,7.14,0.0,0.0,0.0,21.43,7.14,14.29,0,1,0,0,0,3,1,2,1,1,-0.71
13670,normal,0,5,94,1.8,1771,1191,0,3110.4559375,4.65,0,1,1,37,113,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.459
13671,normal,0,1,0,0.0,833,141,0,4460.909849537037,110.76,1,0,0,55,54,11,0.0,0.0,18.18,0.0,0.0,18.18,18.18,0.0,0,0,2,0,0,2,2,0,0,0,0.0
13672,normal,0,1,0,0.0,1312,536,0,3139.337361111111,2.1,1,1,1,80,111,13,0.0,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0,0,0,0,1,1,1,0,0,0,0.103
13673,normal,0,1,0,0.0,5514,229,0,4326.97074074074,6.39,1,0,0,133,133,29,0.0,3.45,0.0,6.9,0.0,10.34,10.34,0.0,0,1,0,2,0,3,3,0,1,0,0.883
13674,normal,0,1,0,0.0,1736,29,0,3192.095648148148,3.33,0,0,1,100,113,23,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0,0,0,0,0,1,0,1,0,0,0.421
13675,normal,0,1,0,0.0,5634,3317,0,2919.8093981481484,4.0,1,0,0,103,103,23,0.0,0.0,0.0,13.04,0.0,13.04,13.04,0.0,0,0,0,3,0,3,3,0,0,0,0.509
13676,normal,0,1,0,0.0,54,0,0,3377.3771064814814,0.94,1,0,0,82,82,18,0.0,5.56,0.0,0.0,0.0,5.56,5.56,0.0,0,1,0,0,0,1,1,0,1,0,-0.749
13677,normal,0,20,7,1.9,1214711,463,1,5590.102719907408,21.01,1,0,0,116,116,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.178
13678,normal,0,1,0,0.0,2,14,0,2542.558136574074,1.55,1,0,1,79,86,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.505
13679,normal,0,2,0,1.0,47135,129,0,4533.319305555556,5.91,1,1,1,81,112,16,0.0,6.25,0.0,0.0,0.0,12.5,6.25,6.25,0,1,0,0,0,2,1,1,1,1,0.439
13680,normal,0,1,0,0.0,1180,2621,0,3923.200787037037,38.17,1,1,1,40,80,9,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,1,0,0,0,0,1,1,0,0,0,0.44
13681,normal,0,1,0,0.0,16,438,0,2866.303125,1.6,1,1,0,36,77,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13682,normal,0,1,0,0.0,770,15,0,3048.384814814815,43.22,0,0,0,106,106,23,0.0,0.0,4.35,0.0,0.0,4.35,4.35,0.0,0,0,1,0,0,1,1,0,0,0,0.586
13683,normal,0,1,0,0.0,1791,4573,0,2723.990324074074,2.83,1,0,0,117,117,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13684,normal,0,1,0,0.0,390,1143,0,3739.955625,2.1,0,1,0,100,112,24,0.0,0.0,0.0,4.17,0.0,8.33,4.17,4.17,0,0,0,1,0,2,1,1,0,0,0.285
13685,normal,0,1,0,0.0,829,875,0,3241.5707291666668,0.38,1,1,0,98,111,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.807
13686,normal,0,1,0,0.0,1663,2287,0,4829.317731481481,14.74,1,0,0,95,95,19,0.0,5.26,0.0,0.0,0.0,5.26,5.26,0.0,0,1,0,0,0,1,1,0,1,0,0.951
13687,normal,0,1,0,0.0,590,103,0,4251.838287037037,0.23,1,0,0,115,115,25,0.0,4.0,0.0,8.0,4.0,20.0,16.0,4.0,0,1,0,2,1,5,4,1,1,0,0.928
13688,normal,0,1,0,0.0,284,208,0,3759.2019675925926,3.84,0,0,0,113,112,19,0.0,0.0,0.0,0.0,10.53,21.05,10.53,10.53,0,0,0,0,2,4,2,2,0,0,0.131
13689,normal,0,9,6,2.06,383258,236,1,3713.087962962963,51.65,1,0,0,91,91,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.25
13690,normal,0,1,0,0.0,551,284,0,4721.187986111111,4.47,0,0,0,110,106,22,4.55,13.64,0.0,0.0,0.0,18.18,18.18,0.0,1,3,0,0,0,4,4,0,1,0,-0.065
13691,normal,0,1,0,0.0,880,1627,0,4855.797731481482,8.53,1,0,0,82,81,20,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0,3,0,0,0,3,3,0,1,0,0.151
13692,normal,0,1,0,0.0,5570,3,0,3811.355439814815,294.88,1,0,0,85,85,12,0.0,0.0,8.33,0.0,0.0,8.33,8.33,0.0,0,0,1,0,0,1,1,0,0,0,-0.402
13693,normal,0,1,0,0.0,4063,2430,0,2161.381539351852,30.52,1,0,1,78,89,18,0.0,0.0,0.0,0.0,5.56,5.56,5.56,0.0,0,0,0,0,1,1,1,0,0,0,0.477
13694,normal,0,1,0,0.0,874,121,0,4259.203773148148,1.73,1,0,1,98,111,17,0.0,0.0,0.0,5.88,0.0,5.88,5.88,0.0,0,0,0,1,0,1,1,0,0,0,0.382
13695,normal,0,1,0,0.0,3784,4623,0,4241.744965277778,84.72,1,0,0,78,78,19,0.0,5.26,0.0,0.0,0.0,5.26,5.26,0.0,0,1,0,0,0,1,1,0,1,0,0.077
13696,normal,0,1,0,0.0,0,11,0,2079.3922453703703,1.88,1,0,0,62,62,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13697,normal,0,1,0,0.0,993,520,0,3752.6937152777778,11.57,0,0,0,141,140,33,3.03,3.03,0.0,3.03,0.0,15.15,9.09,6.06,1,1,0,1,0,5,3,2,1,0,0.402
13698,normal,0,1,0,0.0,18,25,0,2058.763703703704,0.08,1,0,0,107,107,21,0.0,0.0,0.0,0.0,4.76,4.76,4.76,0.0,0,0,0,0,1,1,1,0,0,0,-0.103
13699,normal,0,2,0,1.0,376,234,0,1963.8036458333331,6.57,1,0,1,94,101,19,0.0,10.53,0.0,0.0,0.0,15.79,10.53,5.26,0,2,0,0,0,3,2,1,1,0,-0.34
13700,normal,0,1,0,0.0,568,80,0,2632.5788425925925,4.58,1,0,0,76,76,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.572
13701,normal,0,1,0,0.0,18104,5601,1,4403.01855324074,4.31,1,0,1,94,97,24,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0,0,0,0,0,2,0,2,0,0,0.734
13702,normal,0,7,17,1.71,4226173,7844,1,5460.085856481482,37.61,1,0,0,93,93,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.34
13703,normal,0,1,0,0.0,14684,107,0,3565.670335648148,148.71,1,0,1,87,115,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.691
13704,normal,0,1,0,0.0,97,248,0,2587.923819444444,0.29,1,1,1,99,110,18,0.0,0.0,5.56,0.0,0.0,5.56,5.56,0.0,0,0,1,0,0,1,1,0,0,0,-0.34
13705,normal,0,1,0,0.0,657,429,0,3991.222372685185,6.31,0,0,0,105,104,22,9.09,0.0,0.0,0.0,0.0,13.64,9.09,4.55,2,0,0,0,0,3,2,1,0,0,-0.818
13706,normal,0,1,0,0.0,272,235,0,3670.112604166666,0.32,1,0,0,119,119,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.778
13707,normal,0,1,0,0.0,772,1369,0,3511.928715277778,0.54,0,0,1,122,140,18,0.0,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0,0,0,0,0,1,0,1,0,0,0.586
13708,normal,0,1,0,0.0,343,750,0,1949.868611111111,5.22,0,0,0,111,110,26,15.38,0.0,3.85,0.0,0.0,30.77,19.23,11.54,4,0,1,0,0,8,5,3,0,0,0.859
13709,normal,0,1,0,0.0,5092,209,0,4798.160891203704,0.83,1,0,0,117,116,21,0.0,0.0,0.0,4.76,0.0,9.52,4.76,4.76,0,0,0,1,0,2,1,1,0,0,0.511
13710,normal,0,1,0,0.0,2572,1231,0,4339.914560185185,19.01,0,0,0,110,110,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.71
13711,normal,0,15,17,3.7,35496,23124,0,4795.716631944444,8.15,0,0,0,140,140,36,8.33,5.56,0.0,0.0,0.0,13.89,13.89,0.0,3,2,0,0,0,5,5,0,1,0,0.931
13712,normal,0,1,0,0.0,668,1461,0,4836.097719907408,8.03,1,0,0,81,81,19,0.0,10.53,0.0,0.0,0.0,10.53,10.53,0.0,0,2,0,0,0,2,2,0,1,0,0.077
13713,normal,0,1,0,0.0,353,2019,0,4764.253703703704,1.97,1,0,1,69,91,16,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0,0,2,0,0,2,2,0,0,0,0.0
13714,normal,0,2,3,1.0,468,314,0,3993.0067939814817,0.46,0,0,0,110,110,27,0.0,0.0,0.0,0.0,0.0,7.41,0.0,7.41,0,0,0,0,0,2,0,2,0,0,-0.077
13715,normal,0,1,0,0.0,199,113,0,2043.2500578703705,0.39,1,0,1,136,141,24,0.0,4.17,0.0,4.17,0.0,8.33,8.33,0.0,0,1,0,1,0,2,2,0,1,0,0.771
13716,normal,0,1,0,0.0,260,505,0,3104.7364930555555,10.13,1,0,1,71,83,14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0,0,0,0,0,1,0,1,0,0,0.733
13717,normal,0,1,0,0.0,753,29,0,2522.245613425926,1.23,1,1,1,79,113,14,0.0,0.0,7.14,0.0,7.14,14.29,14.29,0.0,0,0,1,0,1,2,2,0,0,0,0.802
13718,normal,0,1,0,0.0,5,359,0,2050.0485416666666,1.66,1,1,1,66,105,13,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,1,0,0,0,0,1,1,0,0,0,0.772
13719,normal,0,1,0,0.0,16859,13809,0,3716.6175694444446,178.9,1,0,1,72,83,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.052
13720,normal,0,1,0,0.0,157,420,0,3225.148599537037,4.37,0,0,0,124,123,29,0.0,0.0,0.0,0.0,0.0,3.45,0.0,3.45,0,0,0,0,0,1,0,1,0,0,-0.103
13721,normal,0,1,0,0.0,336,1398,0,3045.2166319444445,6.68,0,0,1,86,115,19,0.0,0.0,0.0,21.05,0.0,21.05,21.05,0.0,0,0,0,4,0,4,4,0,0,0,-0.62
13722,normal,0,1,0,0.0,149,166,0,2151.589004629629,0.48,1,0,0,72,72,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.625
13723,normal,0,1,0,0.0,43,183,0,2182.267025462963,5.02,1,1,0,59,80,13,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,1,0,0,0,0,1,1,0,0,0,-0.153
13724,normal,0,1,0,0.0,712,242,0,4331.226689814815,23.66,1,0,0,82,82,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13725,normal,0,1,0,0.0,639,227,0,4136.120069444444,2.77,0,0,0,138,138,28,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0,0,0,0,0,2,0,2,0,0,0.511
13726,normal,0,1,0,0.0,4515,434,0,3469.315115740741,116.48,1,0,1,79,91,11,0.0,0.0,9.09,0.0,0.0,9.09,9.09,0.0,0,0,1,0,0,1,1,0,0,0,0.0
13727,normal,0,1,0,0.0,1,99,0,1994.2008680555557,1.58,1,0,1,78,83,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13728,normal,0,1,0,0.0,0,31,0,1946.8405671296296,0.03,1,0,1,100,108,27,3.7,0.0,0.0,0.0,0.0,7.41,3.7,3.7,1,0,0,0,0,2,1,1,0,0,-0.316
13729,normal,0,1,0,0.0,14753,3935,0,5033.001863425926,91.58,1,0,1,64,78,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13730,normal,0,1,0,0.0,19,231,0,3860.496145833333,8.76,1,0,0,67,67,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.421
13731,normal,0,2,0,1.0,11124,1581,1,3222.36818287037,8.42,0,0,1,81,101,16,0.0,0.0,0.0,0.0,6.25,12.5,6.25,6.25,0,0,0,0,1,2,1,1,0,0,0.0
13732,normal,0,1,0,0.0,0,2,0,1923.4973726851847,0.16,0,0,1,79,107,18,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,2,0,0,0,0,2,2,0,0,0,0.765
13733,normal,0,2,0,1.0,1242,809,0,3420.655729166667,2.99,1,0,0,87,87,24,0.0,0.0,0.0,0.0,0.0,4.17,0.0,4.17,0,0,0,0,0,1,0,1,0,0,0.0
13734,normal,0,1,0,0.0,263,792,0,3339.0855439814814,1.18,1,0,0,82,82,18,0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,0,2,0,0,0,2,2,0,1,0,0.128
13735,normal,0,1,0,0.0,34,0,0,4093.876087962963,0.21,0,1,1,83,103,18,0.0,0.0,0.0,5.56,0.0,5.56,5.56,0.0,0,0,0,1,0,1,1,0,0,0,0.66
13736,normal,0,1,0,0.0,394,855,0,4846.006921296296,5.01,0,0,0,137,136,29,3.45,13.79,0.0,0.0,0.0,17.24,17.24,0.0,1,4,0,0,0,5,5,0,1,0,-0.859
13737,normal,0,2,0,1.0,577,91,0,2607.0611805555554,0.68,1,1,1,81,120,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.832
13738,normal,0,3,1,1.33,1466,659,1,3981.889537037037,1.39,1,0,1,85,91,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.625
13739,normal,0,1,0,0.0,95,541,0,4145.146388888889,4.93,1,0,0,79,78,18,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0,0,2,0,0,2,2,0,0,0,0.797
13740,normal,0,1,0,0.0,393,314,0,3278.392627314815,1.98,1,0,0,106,104,25,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0,3,0,0,0,3,3,0,1,0,0.962
13741,normal,0,1,0,0.0,425,309,0,3357.990914351852,153.55,1,0,0,64,64,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.7
13742,normal,0,1,0,0.0,178,117,0,3850.884201388889,3.3,1,0,0,117,117,29,10.34,0.0,0.0,0.0,6.9,20.69,17.24,3.45,3,0,0,0,2,6,5,1,0,0,0.44
13743,normal,0,1,0,0.0,424,57,0,3948.308078703704,91.58,0,0,1,97,108,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13744,normal,0,3,5520,1.33,3328,2017,0,3949.163622685185,6.26,1,1,1,78,108,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.202
13745,normal,0,1,0,0.0,56,109,0,2835.864212962963,0.43,1,1,0,96,112,20,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0,0,0,0,0,1,0,1,0,0,0.44
13746,normal,0,1,0,0.0,1815,1358,0,4772.026342592592,3.7,1,1,0,110,115,21,9.52,0.0,0.0,0.0,0.0,19.05,9.52,9.52,2,0,0,0,0,4,2,2,0,0,0.0
13747,normal,0,1,0,0.0,37,235,0,1930.263912037037,2.53,1,0,0,135,135,26,0.0,3.85,0.0,0.0,0.0,7.69,3.85,3.85,0,1,0,0,0,2,1,1,1,0,-0.647
13748,normal,0,1,0,0.0,557,2158,0,4875.044537037037,2.99,1,0,0,113,113,29,3.45,0.0,3.45,6.9,0.0,20.69,13.79,6.9,1,0,1,2,0,6,4,2,0,0,0.71
13749,normal,0,2,0,1.0,6669,541,0,3492.876898148148,2.31,1,1,1,84,111,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.273
13750,normal,0,1,0,0.0,406,2064,0,2465.7658449074074,128.02,1,0,0,78,78,14,14.29,0.0,0.0,0.0,0.0,14.29,14.29,0.0,2,0,0,0,0,2,2,0,0,0,0.0
13751,normal,0,1,0,0.0,632,646,0,2874.7821296296297,4.14,1,0,1,80,100,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.202
13752,normal,0,2,0,1.0,600,103,0,2606.622210648148,0.93,1,0,1,47,86,10,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0,1,0,0,0,1,1,0,1,0,0.818
13753,normal,0,1,0,0.0,344,1159,0,3442.43875,0.34,0,0,1,129,144,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.511
13754,normal,0,1,0,0.0,4643,3278,0,3251.965833333333,7.5,1,1,0,87,101,17,0.0,11.76,0.0,0.0,0.0,17.65,11.76,5.88,0,2,0,0,0,3,2,1,1,1,0.649
13755,normal,0,1,0,0.0,1822,1240,0,3524.168402777778,96.73,1,0,0,116,116,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.224
13756,normal,0,1,0,0.0,2101,1319,0,5073.862048611111,2.68,1,1,0,86,99,19,0.0,5.26,0.0,0.0,0.0,5.26,5.26,0.0,0,1,0,0,0,1,1,0,1,1,0.757
13757,normal,0,1,0,0.0,9501,9458,0,4504.820821759259,29.66,0,0,1,117,120,30,0.0,10.0,0.0,0.0,0.0,13.33,10.0,3.33,0,3,0,0,0,4,3,1,1,0,-0.153
13758,normal,0,11,62,1.82,22594,7616,1,4873.4655439814815,5.45,1,1,0,110,137,24,0.0,12.5,0.0,4.17,0.0,16.67,16.67,0.0,0,3,0,1,0,4,4,0,1,1,0.859
13759,normal,0,2,15,1.0,549,781,0,3094.2765625,11.48,0,0,1,119,124,23,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0,0,0,1,0,1,1,0,0,0,0.71
13760,normal,0,1,0,0.0,465,1189,0,2299.504027777778,41.93,1,0,0,85,85,12,0.0,0.0,8.33,0.0,0.0,8.33,8.33,0.0,0,0,1,0,0,1,1,0,0,0,0.0
13761,normal,0,1,0,0.0,1016,865,0,4719.041875,13.78,1,0,0,83,82,19,0.0,10.53,0.0,0.0,0.0,10.53,10.53,0.0,0,2,0,0,0,2,2,0,1,0,0.624
13762,normal,0,1,0,0.0,7,7,0,2865.756851851852,0.05,1,1,0,96,104,23,4.35,0.0,0.0,0.0,0.0,4.35,4.35,0.0,1,0,0,0,0,1,1,0,0,0,0.84
13763,normal,0,2,0,1.0,243771,707,0,4857.487418981482,12.1,1,1,0,63,77,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13764,normal,0,1,0,0.0,320,230,0,2669.877430555556,1.79,1,0,0,81,81,21,23.81,0.0,0.0,4.76,0.0,28.57,28.57,0.0,5,0,0,1,0,6,6,0,0,0,0.318
13765,normal,0,1,0,0.0,1928,909,0,3689.643773148148,8.77,1,0,0,85,85,16,0.0,6.25,0.0,0.0,0.0,6.25,6.25,0.0,0,1,0,0,0,1,1,0,1,0,0.459
13766,normal,0,1,0,0.0,578,393,0,2687.324525462963,0.11,0,1,0,130,140,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.44
13767,normal,0,1,0,0.0,8,21,0,1990.2732638888888,0.03,1,0,0,80,80,14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0,0,0,0,0,1,0,1,0,0,0.756
13768,normal,0,1,0,0.0,234,302,0,1986.4659837962963,0.53,1,0,0,112,112,20,5.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,1,0,0,0,0,2,1,1,0,0,0.198
13769,normal,0,1,0,0.0,20,166,0,2163.6310300925925,0.03,1,1,0,69,85,14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0,0,0,0,0,1,0,1,0,0,0.4
13770,normal,0,2,0,1.0,2258,1406,1,3648.6379513888887,1.85,0,1,1,121,132,25,8.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,2,0,0,0,0,3,2,1,0,0,-0.244
13771,normal,0,4,17,1.67,250,40,0,2719.215451388889,0.93,0,0,0,140,140,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.402
13772,normal,0,8,10,1.93,17044,1170,0,4895.684456018518,11.97,1,0,0,130,130,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.318
13773,normal,0,1,0,0.0,314,774,0,3955.856689814815,4.98,0,0,0,137,137,30,10.0,0.0,0.0,0.0,0.0,16.67,10.0,6.67,3,0,0,0,0,5,3,2,0,0,0.318
13774,normal,0,3,7,1.33,1307,2010,0,4945.322523148148,2.11,1,1,1,60,117,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13775,normal,0,1,0,0.0,1071,1115,0,3887.218449074074,0.44,1,0,0,134,134,29,0.0,3.45,0.0,10.34,0.0,13.79,13.79,0.0,0,1,0,3,0,4,4,0,1,0,0.337
13776,normal,0,1,0,0.0,615,2611,0,4861.78224537037,9.47,0,1,1,117,139,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.437
13777,normal,0,1,0,0.0,1424,1760,0,3005.9950925925928,79.52,1,0,0,115,115,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,0,0,0,0,1,0,1,0,0,0.0
13778,normal,0,4,5,1.67,21,55,0,2922.1536689814816,0.04,1,1,1,54,116,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.625
13779,normal,0,1,0,0.0,6,106,0,1931.6421759259256,0.48,0,0,0,118,118,26,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0,0,0,0,0,2,0,2,0,0,0.361
13780,normal,0,1,0,0.0,2593,2224,0,4251.248518518519,24.85,1,0,1,49,54,9,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,1,0,0,0,0,1,1,0,0,0,0.0
13781,normal,0,2,5,1.0,56841,733,1,4286.027719907407,13.66,1,0,0,61,61,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13782,normal,0,1,0,0.0,804,1176,0,1940.9259953703704,0.26,1,0,0,146,145,30,0.0,3.33,0.0,3.33,0.0,6.67,6.67,0.0,0,1,0,1,0,2,2,0,1,0,0.493
13783,normal,0,3,0,1.33,2099,1651,0,4523.388923611111,1.35,0,1,1,106,132,22,0.0,0.0,0.0,18.18,0.0,27.27,18.18,9.09,0,0,0,4,0,6,4,2,0,0,0.318
13784,normal,0,1,0,0.0,110994,99692,0,4030.0893171296298,16.71,1,1,1,63,101,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
13785,normal,0,1,0,0.0,477,548,0,4405.037141203704,7.3,0,0,0,144,140,29,13.79,0.0,0.0,0.0,0.0,20.69,13.79,6.9,4,0,0,0,0,6,4,2,0,0,-0.276
13786,normal,0,1,0,0.0,100,78,0,2064.512824074074,3.88,0,0,0,120,119,27,0.0,0.0,7.41,0.0,0.0,11.11,7.41,3.7,0,0,2,0,0,3,2,1,0,0,-0.226
13787,normal,0,1,0,0.0,6983,3,0,2454.845243055556,23.64,0,0,0,106,106,27,0.0,0.0,0.0,0.0,0.0,7.41,0.0,7.41,0,0,0,0,0,2,0,2,0,0,0.0
13788,normal,0,2,1,1.0,3804,693,1,3421.223587962963,0.9,1,1,0,68,94,11,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0,0,0,0,0,1,0,1,0,0,0.751
13789,normal,0,1,0,0.0,34,51,0,3320.1569097222223,0.16,1,0,0,97,97,21,0.0,4.76,0.0,9.52,4.76,19.05,19.05,0.0,0,1,0,2,1,4,4,0,1,0,0.758
13790,normal,0,2,0,1.0,323,519,0,2428.110428240741,0.34,1,0,1,57,103,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.556
13791,normal,0,1,0,0.0,8,45,0,2574.031643518518,0.0,1,1,0,73,82,18,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,2,0,0,0,0,2,2,0,0,0,0.796
13792,normal,0,1,0,0.0,115,442,0,4787.876747685185,1.36,1,0,1,111,144,22,4.55,0.0,0.0,0.0,0.0,13.64,4.55,9.09,1,0,0,0,0,3,1,2,0,0,0.475
13793,normal,0,1,0,0.0,458,1710,0,1977.109016203704,14.42,1,0,0,79,79,18,0.0,5.56,0.0,0.0,0.0,11.11,5.56,5.56,0,1,0,0,0,2,1,1,1,0,0.542
13794,normal,0,1,0,0.0,854,876,0,4781.383935185185,18.85,1,0,1,45,56,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-0.527
13795,normal,0,1,0,0.0,7490,1861,0,4845.79300925926,14.47,1,0,0,118,118,24,0.0,4.17,0.0,0.0,0.0,8.33,4.17,4.17,0,1,0,0,0,2,1,1,1,0,-0.226
13796,normal,0,1,0,0.0,593,0,0,4823.870902777778,11.62,1,0,1,108,132,26,0.0,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0,0,0,0,0,1,0,1,0,0,0.872
13797,normal,0,1,0,0.0,375,234,0,3560.2463078703704,4.06,0,0,0,106,105,23,8.7,0.0,0.0,0.0,0.0,8.7,8.7,0.0,2,0,0,0,0,2,2,0,0,0,0.751
13798,normal,0,2,4,1.0,594,1274,0,1943.2939583333332,2.34,1,0,1,125,136,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
